00000187,00000001
00000389,00000001
00000145,00000001
00000958,00000001
00000542,00000001
00000260,00000001
00000047,00000001
00000312,00000001
00000794,00000001
00000826,00000001
00000541,00000001
00000387,00000001
00000574,00000001
00000198,00000001
00000730,00000001
00000373,00000001
00000287,00000001
00000671,00000001
00000855,00000001
00000562,00000001
00000769,00000001
00000223,00000001
00000678,00000001
00000604,00000001
00000527,00000001
00000581,00000001
00000751,00000001
00000804,00000001
00000324,00000001
00000319,00000001
00000177,00000001
00000060,00000001
00000679,00000001
00000152,00000001
00000305,00000001
00000851,00000001
00000816,00000001
00000078,00000001
00000432,00000001
00000062,00000001
00000422,00000001
00000417,00000001
00000091,00000001
00000790,00000001
00000173,00000001
00000035,00000001
00000099,00000001
00000158,00000001
00000598,00000001
00000624,00000001
00000117,00000001
00000859,00000001
00000857,00000001
00000923,00000002
00000927,00000002
00000644,00000002
00000978,00000002
00000097,00000002
00000852,00000002
00000060,00000002
00000887,00000002
00000663,00000002
00000294,00000002
00000347,00000002
00000637,00000002
00000985,00000002
00000475,00000002
00000056,00000002
00000201,00000002
00000063,00000002
00000422,00000002
00000436,00000002
00000463,00000002
00000152,00000002
00000171,00000002
00000612,00000002
00000289,00000002
00000966,00000002
00000091,00000002
00000396,00000002
00000856,00000002
00000397,00000002
00000407,00000002
00000539,00000002
00000132,00000002
00000858,00000002
00000404,00000002
00000523,00000002
00000718,00000002
00000633,00000002
00000401,00000002
00000525,00000002
00000355,00000002
00000883,00000002
00000701,00000002
00000103,00000002
00000225,00000002
00000963,00000002
00000431,00000002
00000859,00000002
00000420,00000002
00000597,00000002
00000195,00000002
00000329,00000002
00000325,00000002
00000666,00000002
00000097,00000003
00000668,00000003
00000421,00000003
00000354,00000003
00000745,00000003
00000923,00000003
00000351,00000003
00000101,00000003
00000660,00000003
00000666,00000003
00000487,00000003
00000099,00000003
00000373,00000003
00000457,00000003
00000917,00000003
00000598,00000003
00000405,00000003
00000448,00000003
00000402,00000003
00000293,00000003
00000054,00000003
00000878,00000003
00000187,00000003
00000617,00000003
00000396,00000003
00000588,00000003
00000308,00000003
00000047,00000003
00000322,00000003
00000537,00000003
00000093,00000003
00000231,00000003
