00000780,00000001
00000235,00000001
00000253,00000001
00000663,00000001
00000580,00000001
00000209,00000001
00000955,00000001
00000040,00000001
00000429,00000001
00000391,00000001
00000624,00000001
00000771,00000001
00000930,00000001
00000742,00000001
00000889,00000001
00000128,00000001
00000248,00000001
00000882,00000001
00000431,00000001
00000545,00000001
00000354,00000001
00000990,00000001
00000893,00000001
00000786,00000001
00000690,00000001
00000898,00000001
00000418,00000001
00000719,00000001
00000542,00000001
00000198,00000001
00000435,00000001
00000710,00000001
00000145,00000001
00000092,00000001
00000678,00000001
00000573,00000001
00000779,00000001
00000613,00000001
00000872,00000001
00000202,00000001
00000141,00000001
00000944,00000001
00000361,00000001
00000758,00000001
00000709,00000001
00000267,00000001
00000991,00000001
00000911,00000001
00000462,00000001
00000102,00000001
00000131,00000001
00000078,00000001
00000346,00000001
00000741,00000002
00000772,00000002
00000575,00000002
00000681,00000002
00000336,00000002
00000505,00000002
00000737,00000002
00000663,00000002
00000616,00000002
00000847,00000002
00000124,00000002
00000105,00000002
00000400,00000002
00000987,00000002
00000803,00000002
00000179,00000002
00000566,00000002
00000655,00000002
00000868,00000002
00000673,00000002
00000251,00000002
00000054,00000002
00000292,00000002
00000302,00000002
00000607,00000002
00000463,00000002
00000731,00000002
00000551,00000002
00000665,00000002
00000341,00000002
00000096,00000002
00000535,00000002
00000745,00000002
00000973,00000002
00000508,00000002
00000499,00000002
00000112,00000002
00000228,00000002
00000334,00000002
00000752,00000002
00000908,00000002
00000682,00000002
00000320,00000002
00000374,00000002
00000744,00000002
00000172,00000002
00000699,00000002
00000235,00000002
00000088,00000002
00000011,00000002
00000606,00000002
00000485,00000002
00000010,00000002
00000622,00000003
00000456,00000003
00000019,00000003
00000358,00000003
00000818,00000003
00000061,00000003
00000586,00000003
00000940,00000003
00000355,00000003
00000923,00000003
00000214,00000003
00000350,00000003
00000949,00000003
00000300,00000003
00000764,00000003
00000415,00000003
00000084,00000003
00000442,00000003
00000417,00000003
00000797,00000003
00000922,00000003
00000111,00000003
00000895,00000003
00000240,00000003
00000813,00000003
00000286,00000003
00000873,00000003
00000963,00000003
00000617,00000003
00000912,00000003
00000724,00000003
00000270,00000003
00000503,00000003
00000452,00000003
00000924,00000003
00000472,00000003
00000400,00000003
00000985,00000003
00000966,00000003
00000983,00000003
00000040,00000003
00000518,00000003
00000281,00000003
00000203,00000003
00000926,00000003
00000347,00000003
00000964,00000003
00000770,00000003
00000383,00000003
00000715,00000003
00000486,00000003
00000747,00000003
00000538,00000003
00000648,00000004
00000190,00000004
00000698,00000004
00000596,00000004
00000604,00000004
00000616,00000004
00000189,00000004
00000882,00000004
00000016,00000004
00000848,00000004
00000960,00000004
00000414,00000004
00000262,00000004
00000927,00000004
00000052,00000004
00000064,00000004
00000650,00000004
00000277,00000004
00000274,00000004
00000655,00000004
00000203,00000004
00000040,00000004
00000810,00000004
00000915,00000004
00000291,00000004
00000682,00000004
00000131,00000004
00000178,00000004
00000123,00000004
00000314,00000004
00000750,00000004
00000771,00000004
00000511,00000004
00000457,00000004
00000886,00000004
00000179,00000004
00000266,00000004
00000248,00000004
00000908,00000004
00000780,00000004
00000595,00000004
00000278,00000004
00000031,00000004
00000069,00000004
00000039,00000004
00000177,00000004
00000755,00000004
00000009,00000004
00000382,00000004
00000161,00000004
00000961,00000004
00000407,00000004
00000669,00000004
00000741,00000005
00000932,00000005
00000090,00000005
00000822,00000005
00000162,00000005
00000378,00000005
00000043,00000005
00000075,00000005
00000339,00000005
00000342,00000005
00000780,00000005
00000113,00000005
00000826,00000005
00000725,00000005
00000520,00000005
00000142,00000005
00000312,00000005
00000681,00000005
00000943,00000005
00000572,00000005
00000810,00000005
00000333,00000005
00000238,00000005
00000018,00000005
00000091,00000005
00000185,00000005
00000206,00000005
00000385,00000005
00000493,00000005
00000637,00000005
00000788,00000005
00000077,00000005
00000835,00000005
00000578,00000005
00000787,00000005
00000039,00000005
00000448,00000005
00000997,00000005
00000398,00000005
00000187,00000005
00000571,00000005
00000971,00000005
00000115,00000005
00000015,00000005
00000174,00000005
00000948,00000005
00000125,00000005
00000365,00000005
00000085,00000005
00000251,00000005
00000146,00000005
00000966,00000005
00000817,00000005
00000455,00000006
00000310,00000006
00000134,00000006
00000237,00000006
00000516,00000006
00000985,00000006
00000731,00000006
00000339,00000006
00000533,00000006
00000491,00000006
00000697,00000006
00000628,00000006
00000644,00000006
00000080,00000006
00000041,00000006
00000246,00000006
00000298,00000006
00000942,00000006
00000279,00000006
00000192,00000006
00000483,00000006
00000289,00000006
00000153,00000006
00000863,00000006
00000778,00000006
00000223,00000006
00000419,00000006
00000286,00000006
00000148,00000006
00000474,00000006
00000146,00000006
00000228,00000006
00000907,00000006
00000204,00000006
00000838,00000006
00000787,00000006
00000337,00000006
00000621,00000006
00000278,00000006
00000215,00000006
00000263,00000006
